160;Czas trwania:select:1;1h:1;
160;Czas trwania:select:1;10h:5;
161;Czas trwania:select:1;1h:1;
161;Czas trwania:select:1;tygodniowy:4;
162;Czas trwania:select:1;1h:1;
163;Czas trwania:select:1;1h:1;
163;Czas trwania:select:1;5h:3;
164;Czas trwania:select:1;1h:1;
165;Czas trwania:select:1;1h:1;
166;Czas trwania:select:1;1h:1;
167;Czas trwania:select:1;1h:1;
168;Czas trwania:select:1;1h:1;
169;Czas trwania:select:1;1h:1;
170;Czas trwania:select:1;1h:1;
170;Czas trwania:select:1;10h:5;
171;Czas trwania:select:1;1h:1;
172;Czas trwania:select:1;1h:1;
172;Czas trwania:select:1;tygodniowy:4;
173;Czas trwania:select:1;1h:1;
174;Czas trwania:select:1;1h:1;
175;Czas trwania:select:1;1h:1;
175;Czas trwania:select:1;tygodniowy:4;
176;Czas trwania:select:1;1h:1;
177;Czas trwania:select:1;1h:1;
177;Czas trwania:select:1;tygodniowy:4;
178;Czas trwania:select:1;1h:1;
178;Czas trwania:select:1;5h:3;
179;Czas trwania:select:1;1h:1;
180;Czas trwania:select:1;1h:1;
181;Czas trwania:select:1;1h:1;
181;Czas trwania:select:1;5h:3;
182;Czas trwania:select:1;1h:1;
183;Czas trwania:select:1;1h:1;
183;Czas trwania:select:1;tygodniowy:4;
184;Czas trwania:select:1;1h:1;
185;Czas trwania:select:1;1h:1;
185;Czas trwania:select:1;2h:2;
186;Czas trwania:select:1;1h:1;
187;Czas trwania:select:1;1h:1;
187;Czas trwania:select:1;tygodniowy:4;
188;Czas trwania:select:1;1h:1;
189;Czas trwania:select:1;1h:1;
190;Czas trwania:select:1;1h:1;
191;Czas trwania:select:1;1h:1;
191;Czas trwania:select:1;10h:5;
192;Czas trwania:select:1;1h:1;
193;Czas trwania:select:1;1h:1;
194;Czas trwania:select:1;1h:1;
195;Czas trwania:select:1;1h:1;
196;Czas trwania:select:1;1h:1;
197;Czas trwania:select:1;1h:1;
198;Czas trwania:select:1;1h:1;
199;Czas trwania:select:1;1h:1;
200;Czas trwania:select:1;1h:1;
200;Czas trwania:select:1;10h:5;
201;Czas trwania:select:1;1h:1;
202;Czas trwania:select:1;1h:1;
203;Czas trwania:select:1;1h:1;
203;Czas trwania:select:1;10h:5;
204;Czas trwania:select:1;1h:1;
205;Czas trwania:select:1;1h:1;
206;Czas trwania:select:1;1h:1;
206;Czas trwania:select:1;2h:2;
207;Czas trwania:select:1;1h:1;
208;Czas trwania:select:1;1h:1;
208;Czas trwania:select:1;10h:5;
209;Czas trwania:select:1;1h:1;
210;Czas trwania:select:1;1h:1;
211;Czas trwania:select:1;1h:1;
212;Czas trwania:select:1;1h:1;
213;Czas trwania:select:1;1h:1;
214;Czas trwania:select:1;1h:1;
215;Czas trwania:select:1;1h:1;
215;Czas trwania:select:1;5h:3;
216;Czas trwania:select:1;1h:1;
217;Czas trwania:select:1;1h:1;
218;Czas trwania:select:1;1h:1;
219;Czas trwania:select:1;1h:1;
220;Czas trwania:select:1;1h:1;
220;Czas trwania:select:1;10h:5;
221;Czas trwania:select:1;1h:1;
221;Czas trwania:select:1;5h:3;
222;Czas trwania:select:1;1h:1;
223;Czas trwania:select:1;1h:1;
223;Czas trwania:select:1;10h:5;
224;Czas trwania:select:1;1h:1;
225;Czas trwania:select:1;1h:1;
226;Czas trwania:select:1;1h:1;
227;Czas trwania:select:1;1h:1;
228;Czas trwania:select:1;1h:1;
228;Czas trwania:select:1;2h:2;
229;Czas trwania:select:1;1h:1;
230;Czas trwania:select:1;1h:1;
230;Czas trwania:select:1;tygodniowy:4;
231;Czas trwania:select:1;1h:1;
232;Czas trwania:select:1;1h:1;
233;Czas trwania:select:1;1h:1;
234;Czas trwania:select:1;1h:1;
235;Czas trwania:select:1;1h:1;
236;Czas trwania:select:1;1h:1;
237;Czas trwania:select:1;1h:1;
238;Czas trwania:select:1;1h:1;
239;Czas trwania:select:1;1h:1;
239;Czas trwania:select:1;10h:5;
240;Czas trwania:select:1;1h:1;
240;Czas trwania:select:1;tygodniowy:4;
241;Czas trwania:select:1;1h:1;
242;Czas trwania:select:1;1h:1;
243;Czas trwania:select:1;1h:1;
244;Czas trwania:select:1;1h:1;
245;Czas trwania:select:1;1h:1;
246;Czas trwania:select:1;1h:1;
246;Czas trwania:select:1;tygodniowy:4;
247;Czas trwania:select:1;1h:1;
248;Czas trwania:select:1;1h:1;
248;Czas trwania:select:1;2h:2;
249;Czas trwania:select:1;1h:1;
250;Czas trwania:select:1;1h:1;
251;Czas trwania:select:1;1h:1;
252;Czas trwania:select:1;1h:1;
253;Czas trwania:select:1;1h:1;
254;Czas trwania:select:1;1h:1;
255;Czas trwania:select:1;1h:1;
256;Czas trwania:select:1;1h:1;
257;Czas trwania:select:1;1h:1;
258;Czas trwania:select:1;1h:1;
258;Czas trwania:select:1;2h:2;
259;Czas trwania:select:1;1h:1;
260;Czas trwania:select:1;1h:1;
260;Czas trwania:select:1;2h:2;
261;Czas trwania:select:1;1h:1;
262;Czas trwania:select:1;1h:1;
262;Czas trwania:select:1;tygodniowy:4;
263;Czas trwania:select:1;1h:1;
264;Czas trwania:select:1;1h:1;
264;Czas trwania:select:1;2h:2;
265;Czas trwania:select:1;1h:1;
266;Czas trwania:select:1;1h:1;
267;Czas trwania:select:1;1h:1;
268;Czas trwania:select:1;1h:1;
269;Czas trwania:select:1;1h:1;
269;Czas trwania:select:1;tygodniowy:4;
270;Czas trwania:select:1;1h:1;
270;Czas trwania:select:1;tygodniowy:4;
271;Czas trwania:select:1;1h:1;
271;Czas trwania:select:1;tygodniowy:4;
272;Czas trwania:select:1;1h:1;
272;Czas trwania:select:1;tygodniowy:4;
273;Czas trwania:select:1;1h:1;
273;Czas trwania:select:1;2h:2;
274;Czas trwania:select:1;1h:1;
275;Czas trwania:select:1;1h:1;
276;Czas trwania:select:1;1h:1;
277;Czas trwania:select:1;1h:1;
277;Czas trwania:select:1;5h:3;
278;Czas trwania:select:1;1h:1;
279;Czas trwania:select:1;1h:1;
280;Czas trwania:select:1;1h:1;
281;Czas trwania:select:1;1h:1;
282;Czas trwania:select:1;1h:1;
282;Czas trwania:select:1;tygodniowy:4;
283;Czas trwania:select:1;1h:1;
284;Czas trwania:select:1;1h:1;
285;Czas trwania:select:1;1h:1;
285;Czas trwania:select:1;5h:3;
286;Czas trwania:select:1;1h:1;
286;Czas trwania:select:1;tygodniowy:4;
287;Czas trwania:select:1;1h:1;
287;Czas trwania:select:1;10h:5;
288;Czas trwania:select:1;1h:1;
289;Czas trwania:select:1;1h:1;
290;Czas trwania:select:1;1h:1;
291;Czas trwania:select:1;1h:1;
292;Czas trwania:select:1;1h:1;
293;Czas trwania:select:1;1h:1;
294;Czas trwania:select:1;1h:1;
294;Czas trwania:select:1;10h:5;
295;Czas trwania:select:1;1h:1;
296;Czas trwania:select:1;1h:1;
297;Czas trwania:select:1;1h:1;
298;Czas trwania:select:1;1h:1;
299;Czas trwania:select:1;1h:1;
300;Czas trwania:select:1;1h:1;
301;Czas trwania:select:1;1h:1;
301;Czas trwania:select:1;tygodniowy:4;
302;Czas trwania:select:1;1h:1;
302;Czas trwania:select:1;5h:3;
303;Czas trwania:select:1;1h:1;
304;Czas trwania:select:1;1h:1;
305;Czas trwania:select:1;1h:1;
306;Czas trwania:select:1;1h:1;
307;Czas trwania:select:1;1h:1;
308;Czas trwania:select:1;1h:1;
308;Czas trwania:select:1;10h:5;
309;Czas trwania:select:1;1h:1;
310;Czas trwania:select:1;1h:1;
311;Czas trwania:select:1;1h:1;
312;Czas trwania:select:1;1h:1;
313;Czas trwania:select:1;1h:1;
314;Czas trwania:select:1;1h:1;
314;Czas trwania:select:1;10h:5;
315;Czas trwania:select:1;1h:1;
316;Czas trwania:select:1;1h:1;
317;Czas trwania:select:1;1h:1;
318;Czas trwania:select:1;1h:1;
319;Czas trwania:select:1;1h:1;
319;Czas trwania:select:1;5h:3;
320;Czas trwania:select:1;1h:1;
321;Czas trwania:select:1;1h:1;
322;Czas trwania:select:1;1h:1;
323;Czas trwania:select:1;1h:1;
323;Czas trwania:select:1;10h:5;
324;Czas trwania:select:1;1h:1;
325;Czas trwania:select:1;1h:1;
325;Czas trwania:select:1;10h:5;
326;Czas trwania:select:1;1h:1;
327;Czas trwania:select:1;1h:1;
328;Czas trwania:select:1;1h:1;
329;Czas trwania:select:1;1h:1;
330;Czas trwania:select:1;1h:1;
330;Czas trwania:select:1;2h:2;
331;Czas trwania:select:1;1h:1;
332;Czas trwania:select:1;1h:1;
333;Czas trwania:select:1;1h:1;
334;Czas trwania:select:1;1h:1;
334;Czas trwania:select:1;10h:5;
335;Czas trwania:select:1;1h:1;
336;Czas trwania:select:1;1h:1;
337;Czas trwania:select:1;1h:1;
338;Czas trwania:select:1;1h:1;
339;Czas trwania:select:1;1h:1;
340;Czas trwania:select:1;1h:1;
341;Czas trwania:select:1;1h:1;
341;Czas trwania:select:1;5h:3;
342;Czas trwania:select:1;1h:1;
343;Czas trwania:select:1;1h:1;
344;Czas trwania:select:1;1h:1;
345;Czas trwania:select:1;1h:1;
346;Czas trwania:select:1;1h:1;
347;Czas trwania:select:1;1h:1;
348;Czas trwania:select:1;1h:1;
348;Czas trwania:select:1;tygodniowy:4;
349;Czas trwania:select:1;1h:1;
350;Czas trwania:select:1;1h:1;
351;Czas trwania:select:1;1h:1;
351;Czas trwania:select:1;tygodniowy:4;
352;Czas trwania:select:1;1h:1;
352;Czas trwania:select:1;10h:5;
353;Czas trwania:select:1;1h:1;
354;Czas trwania:select:1;1h:1;
354;Czas trwania:select:1;5h:3;
355;Czas trwania:select:1;1h:1;
356;Czas trwania:select:1;1h:1;
357;Czas trwania:select:1;1h:1;
358;Czas trwania:select:1;1h:1;
358;Czas trwania:select:1;2h:2;
359;Czas trwania:select:1;1h:1;
360;Czas trwania:select:1;1h:1;
361;Czas trwania:select:1;1h:1;
361;Czas trwania:select:1;10h:5;
362;Czas trwania:select:1;1h:1;
363;Czas trwania:select:1;1h:1;
364;Czas trwania:select:1;1h:1;
365;Czas trwania:select:1;1h:1;
366;Czas trwania:select:1;1h:1;
367;Czas trwania:select:1;1h:1;
368;Czas trwania:select:1;1h:1;
368;Czas trwania:select:1;2h:2;
369;Czas trwania:select:1;1h:1;
369;Czas trwania:select:1;tygodniowy:4;
370;Czas trwania:select:1;1h:1;
371;Czas trwania:select:1;1h:1;
371;Czas trwania:select:1;10h:5;
372;Czas trwania:select:1;1h:1;
373;Czas trwania:select:1;1h:1;
374;Czas trwania:select:1;1h:1;
375;Czas trwania:select:1;1h:1;
376;Czas trwania:select:1;1h:1;
377;Czas trwania:select:1;1h:1;
378;Czas trwania:select:1;1h:1;
379;Czas trwania:select:1;1h:1;
380;Czas trwania:select:1;1h:1;
381;Czas trwania:select:1;1h:1;
382;Czas trwania:select:1;1h:1;
383;Czas trwania:select:1;1h:1;
384;Czas trwania:select:1;1h:1;
385;Czas trwania:select:1;1h:1;
385;Czas trwania:select:1;tygodniowy:4;
386;Czas trwania:select:1;1h:1;
387;Czas trwania:select:1;1h:1;
388;Czas trwania:select:1;1h:1;
389;Czas trwania:select:1;1h:1;
389;Czas trwania:select:1;10h:5;
390;Czas trwania:select:1;1h:1;
391;Czas trwania:select:1;1h:1;
392;Czas trwania:select:1;1h:1;
392;Czas trwania:select:1;2h:2;
393;Czas trwania:select:1;1h:1;
393;Czas trwania:select:1;10h:5;
394;Czas trwania:select:1;1h:1;
394;Czas trwania:select:1;10h:5;
395;Czas trwania:select:1;1h:1;
395;Czas trwania:select:1;10h:5;
396;Czas trwania:select:1;1h:1;
397;Czas trwania:select:1;1h:1;
398;Czas trwania:select:1;1h:1;
398;Czas trwania:select:1;10h:5;
399;Czas trwania:select:1;1h:1;
400;Czas trwania:select:1;1h:1;
401;Czas trwania:select:1;1h:1;
401;Czas trwania:select:1;10h:5;
402;Czas trwania:select:1;1h:1;
403;Czas trwania:select:1;1h:1;
404;Czas trwania:select:1;1h:1;
405;Czas trwania:select:1;1h:1;
405;Czas trwania:select:1;5h:3;
406;Czas trwania:select:1;1h:1;
406;Czas trwania:select:1;5h:3;
407;Czas trwania:select:1;1h:1;
407;Czas trwania:select:1;2h:2;
408;Czas trwania:select:1;1h:1;
408;Czas trwania:select:1;5h:3;
409;Czas trwania:select:1;1h:1;
410;Czas trwania:select:1;1h:1;
411;Czas trwania:select:1;1h:1;
411;Czas trwania:select:1;2h:2;
412;Czas trwania:select:1;1h:1;
413;Czas trwania:select:1;1h:1;
414;Czas trwania:select:1;1h:1;
415;Czas trwania:select:1;1h:1;
416;Czas trwania:select:1;1h:1;
417;Czas trwania:select:1;1h:1;
418;Czas trwania:select:1;1h:1;
419;Czas trwania:select:1;1h:1;
420;Czas trwania:select:1;1h:1;
421;Czas trwania:select:1;1h:1;
421;Czas trwania:select:1;5h:3;
422;Czas trwania:select:1;1h:1;
423;Czas trwania:select:1;1h:1;
424;Czas trwania:select:1;1h:1;
425;Czas trwania:select:1;1h:1;
425;Czas trwania:select:1;10h:5;
426;Czas trwania:select:1;1h:1;
426;Czas trwania:select:1;5h:3;
427;Czas trwania:select:1;1h:1;
428;Czas trwania:select:1;1h:1;
428;Czas trwania:select:1;10h:5;
429;Czas trwania:select:1;1h:1;
430;Czas trwania:select:1;1h:1;
431;Czas trwania:select:1;1h:1;
431;Czas trwania:select:1;tygodniowy:4;
432;Czas trwania:select:1;1h:1;
432;Czas trwania:select:1;2h:2;
433;Czas trwania:select:1;1h:1;
434;Czas trwania:select:1;1h:1;
435;Czas trwania:select:1;1h:1;
436;Czas trwania:select:1;1h:1;
437;Czas trwania:select:1;1h:1;
438;Czas trwania:select:1;1h:1;
439;Czas trwania:select:1;1h:1;
440;Czas trwania:select:1;1h:1;
440;Czas trwania:select:1;5h:3;
441;Czas trwania:select:1;1h:1;
442;Czas trwania:select:1;1h:1;
442;Czas trwania:select:1;2h:2;
443;Czas trwania:select:1;1h:1;
443;Czas trwania:select:1;tygodniowy:4;
444;Czas trwania:select:1;1h:1;
445;Czas trwania:select:1;1h:1;
446;Czas trwania:select:1;1h:1;
447;Czas trwania:select:1;1h:1;
448;Czas trwania:select:1;1h:1;
448;Czas trwania:select:1;10h:5;
449;Czas trwania:select:1;1h:1;
450;Czas trwania:select:1;1h:1;
451;Czas trwania:select:1;1h:1;
451;Czas trwania:select:1;2h:2;
452;Czas trwania:select:1;1h:1;
453;Czas trwania:select:1;1h:1;
454;Czas trwania:select:1;1h:1;
455;Czas trwania:select:1;1h:1;
455;Czas trwania:select:1;10h:5;
456;Czas trwania:select:1;1h:1;
456;Czas trwania:select:1;2h:2;
457;Czas trwania:select:1;1h:1;
458;Czas trwania:select:1;1h:1;
458;Czas trwania:select:1;10h:5;
459;Czas trwania:select:1;1h:1;
460;Czas trwania:select:1;1h:1;
460;Czas trwania:select:1;tygodniowy:4;
461;Czas trwania:select:1;1h:1;
462;Czas trwania:select:1;1h:1;
463;Czas trwania:select:1;1h:1;
464;Czas trwania:select:1;1h:1;
464;Czas trwania:select:1;10h:5;
465;Czas trwania:select:1;1h:1;
466;Czas trwania:select:1;1h:1;
466;Czas trwania:select:1;10h:5;
467;Czas trwania:select:1;1h:1;
467;Czas trwania:select:1;tygodniowy:4;
468;Czas trwania:select:1;1h:1;
469;Czas trwania:select:1;1h:1;
470;Czas trwania:select:1;1h:1;
471;Czas trwania:select:1;1h:1;
471;Czas trwania:select:1;10h:5;
472;Czas trwania:select:1;1h:1;
472;Czas trwania:select:1;5h:3;
473;Czas trwania:select:1;1h:1;
474;Czas trwania:select:1;1h:1;
475;Czas trwania:select:1;1h:1;
475;Czas trwania:select:1;10h:5;
476;Czas trwania:select:1;1h:1;
476;Czas trwania:select:1;5h:3;
477;Czas trwania:select:1;1h:1;
478;Czas trwania:select:1;1h:1;
478;Czas trwania:select:1;tygodniowy:4;
479;Czas trwania:select:1;1h:1;
480;Czas trwania:select:1;1h:1;
481;Czas trwania:select:1;1h:1;
482;Czas trwania:select:1;1h:1;
483;Czas trwania:select:1;1h:1;
483;Czas trwania:select:1;2h:2;
484;Czas trwania:select:1;1h:1;
485;Czas trwania:select:1;1h:1;
486;Czas trwania:select:1;1h:1;
487;Czas trwania:select:1;1h:1;
488;Czas trwania:select:1;1h:1;
488;Czas trwania:select:1;10h:5;
489;Czas trwania:select:1;1h:1;
490;Czas trwania:select:1;1h:1;
491;Czas trwania:select:1;1h:1;
492;Czas trwania:select:1;1h:1;
493;Czas trwania:select:1;1h:1;
493;Czas trwania:select:1;2h:2;
494;Czas trwania:select:1;1h:1;
494;Czas trwania:select:1;tygodniowy:4;
495;Czas trwania:select:1;1h:1;
495;Czas trwania:select:1;5h:3;
496;Czas trwania:select:1;1h:1;
496;Czas trwania:select:1;tygodniowy:4;
497;Czas trwania:select:1;1h:1;
498;Czas trwania:select:1;1h:1;
498;Czas trwania:select:1;tygodniowy:4;
499;Czas trwania:select:1;1h:1;
500;Czas trwania:select:1;1h:1;
501;Czas trwania:select:1;1h:1;
501;Czas trwania:select:1;10h:5;
502;Czas trwania:select:1;1h:1;
503;Czas trwania:select:1;1h:1;
504;Czas trwania:select:1;1h:1;
505;Czas trwania:select:1;1h:1;
506;Czas trwania:select:1;1h:1;
506;Czas trwania:select:1;5h:3;
507;Czas trwania:select:1;1h:1;
508;Czas trwania:select:1;1h:1;
508;Czas trwania:select:1;tygodniowy:4;
509;Czas trwania:select:1;1h:1;
510;Czas trwania:select:1;1h:1;
511;Czas trwania:select:1;1h:1;
511;Czas trwania:select:1;5h:3;
512;Czas trwania:select:1;1h:1;
513;Czas trwania:select:1;1h:1;
514;Czas trwania:select:1;1h:1;
515;Czas trwania:select:1;1h:1;
515;Czas trwania:select:1;10h:5;
516;Czas trwania:select:1;1h:1;
517;Czas trwania:select:1;1h:1;
518;Czas trwania:select:1;1h:1;
518;Czas trwania:select:1;5h:3;
519;Czas trwania:select:1;1h:1;
520;Czas trwania:select:1;1h:1;
520;Czas trwania:select:1;10h:5;
521;Czas trwania:select:1;1h:1;
522;Czas trwania:select:1;1h:1;
522;Czas trwania:select:1;tygodniowy:4;
523;Czas trwania:select:1;1h:1;
524;Czas trwania:select:1;1h:1;
525;Czas trwania:select:1;1h:1;
526;Czas trwania:select:1;1h:1;
527;Czas trwania:select:1;1h:1;
528;Czas trwania:select:1;1h:1;
529;Czas trwania:select:1;1h:1;
530;Czas trwania:select:1;1h:1;
531;Czas trwania:select:1;1h:1;
531;Czas trwania:select:1;tygodniowy:4;
532;Czas trwania:select:1;1h:1;
533;Czas trwania:select:1;1h:1;
534;Czas trwania:select:1;1h:1;
535;Czas trwania:select:1;1h:1;
536;Czas trwania:select:1;1h:1;
537;Czas trwania:select:1;1h:1;
538;Czas trwania:select:1;1h:1;
539;Czas trwania:select:1;1h:1;
539;Czas trwania:select:1;2h:2;
540;Czas trwania:select:1;1h:1;
541;Czas trwania:select:1;1h:1;
542;Czas trwania:select:1;1h:1;
543;Czas trwania:select:1;1h:1;
544;Czas trwania:select:1;1h:1;
