Profesjonalna Obsługa klienta - standardy sytuacje konfliktowe panowanie  nad emocjami;Usługi;1599.00;1300.00;https://static.szkolenia.com/public/posters/16/baner-szkolenia-stacjonarne-online-lynsky-solutions-1611325365.png;1;1;Zakres tematyczny szkoleniaSzkolenie daje odpowiedź na takie pytania jak: w jaki sposób pogodzić stanowczośći uprzejmość wobec klienta, jak zorganizować obsługę w sposób systemowy, jak radzić sobie z własnymi trudnymi emocjami pojawiającymi się w kontakcie z klientem, jak stworzyć atmosferę przyjazną zarówno dla pracowników jak i klientów, w jaki sposób prowadzić rozmowy telefoniczne, jakie kryteria przyjmują klienci oceniając sposób ich obsługiwania.Kursanci pracują nad następującymi zagadnien;999999
Obsługa klienta - standardy sytuacje konfliktowe panowanie nad emocjami;Usługi;1599.00;1300.00;https://static.szkolenia.com/public/posters/16/baner-2-1610090015.png;1;1;Zakres tematyczny szkoleniaSzkolenie daje odpowiedź na takie pytania jak: w jaki sposób pogodzić stanowczośći uprzejmość wobec klienta, jak zorganizować obsługę w sposób systemowy, jak radzić sobie z własnymi trudnymi emocjami pojawiającymi się w kontakcie z klientem, jak stworzyć atmosferę przyjazną zarówno dla pracowników jak i klientów, w jaki sposób prowadzić rozmowy telefoniczne, jakie kryteria przyjmują klienci oceniając sposób ich obsługiwania.Kursanci pracują nad następującymi zagadnien;999999
Sprzedaż - techniki i mechanizmy sprzedaży w praktyce - skuteczny trening sprzedaży;Usługi;1599.00;1300.00;https://static.szkolenia.com/public/trainings/1814/42259/thumb/logo_eg-1572006187.jpg;1;1;Zakres tematyczny szkoleniaSzkolenie ma na celu zapoznanie Uczestników z procesem sprzedaży od momentu przygotowania i planu do momentu zakończenia transakcji. Kurs  jest oparty o trzy moduły: proces, klient, handlowiec. W części pierwszej Uczestnicy poznają zasady prowadzenia procesu sprzedażowego od nawiązania pierwszego kontaktu z klientem, przez badanie potrzeb, prezentację oferty, przekonywanie, negocjacje, tricki sprzedażowe, strategie odpierania obiekcji po zamknięcie transakcji.W części;999999
Sprzedaż konsultacyjna - techniki i mechanizmy sprzedaży;Usługi;1599.00;1300.00;https://static.szkolenia.com/public/trainings/673/42363/thumb/forum-1580809668.jpg;1;1;Zakres tematyczny szkoleniaSzkolenie ma na celu zapoznanie Uczestników z procesem sprzedaży od momentu przygotowania i planu do momentu zakończenia transakcji. Kurs  jest oparty o trzy moduły: proces, klient, handlowiec. W części pierwszej Uczestnicy poznają zasady prowadzenia procesu sprzedażowego od nawiązania pierwszego kontaktu z klientem, przez badanie potrzeb, prezentację oferty, przekonywanie, negocjacje, tricki sprzedażowe, strategie odpierania obiekcji po zamknięcie transakcji.W części;999999
Sprzedaż i obsługa klienta przez telefon;Usługi;1599.00;1300.00;https://static.szkolenia.com/public/trainings/1814/42404/thumb/logo_eg-1572338919.jpg;1;1;Zakres tematyczny szkoleniaSzkolenie  obejmuje takie zagadnienia jak: identyfikacja klientów, pierwszy kontakt, analiza potrzeb, prezentacja oferty, negocjacje, wybrane techniki finalizacji transakcji, sposoby budowania i utrzymywania przyjaznych kontaktów z klientami. Kursanci pracują nad następującymi zagadnieniami: rozpoczęcie rozmowy, powitanie, prezentacja firmy oraz siebie przez telemarketera, przełamanie nieufności rozmówcy, szybkie dotarcie do odpowiedniej osoby, co i jak mówić, aby wzb;999999
7 kompetencji zarządzania zespołem;Usługi;2300.10;1870.00;https://static.szkolenia.com/public/trainings/1814/42409/thumb/logo_eg-1570519509.jpg;1;1;Jak efektywne są zespoły, a jakie mogłyby być?Jak wyposażyć menedżerów w kluczowe kompetencje a zespołom dać dobrych menedżerów?Zapraszamy na dwudniowy warsztat, który z jednej strony wspiera menedżerów w odnalezieniu się w kluczowej roli, a z drugiej strony pokazuje skuteczne rozwiązania dla najczęściej pojawiających się dylematów w zarządzaniu ludźmi, które można napotkać podczas  współpracy z zespołem.KorzyściZdobędziesz wiedzę i wskazówki w oparciu o wieloletnie doświadczenie eksperta, w ja;999999
Sprzedaż doradcza dla (i do) inżynierów;Usługi;2300.10;1870.00;https://static.szkolenia.com/public/trainings/1814/42410/thumb/logo_eg-1572257666.jpg;1;1;Branża techniczna rządzi się swoimi prawami – nie znosi bujdy i niefachowości. Za to ceni ludzi, którzy znają się na robocie. Jednak, jako że wszyscy jesteśmy „ludźmi”, którzy mają swoje emocje, w programie znajdują się zagadnienia relacji międzyludzkich, mowy ciała, typów rozmówców.Jesteś ekspertem w swojej dziedzinie, ale Twoje umiejętności sprzedażowe wymagają doszlifowania? Poznaj metody sprzedaży doradczej i naucz się generować zyski z twoich kompetencji.CELE SZKOLENIAZwiększenie efektywno;999999
Controlling sprzedaży OSIĄGAJ MAKSYMALNY ZYSK, OKREŚL DYNAMIKĘ SPRZEDAŻY, WYKORZYSTAJ NOWOCZESNE NARZĘDZIA CONTROLLINGU;Usługi;1562.10;1270.00;https://static.szkolenia.com/public/trainings/1312/42423/thumb/logo_atl-1595594621.jpg;1;1;Z badań Instytutu Gallupa wynika, iż przygotowanie procesu sprzedaży na podstawie wiarygodnych informacji stanowi aż w 60% o sukcesiei wysokości sprzedaży.Dane te dostępne są w każdej organizacji, jednak, aby były przydatne i efektywnie wykorzystane, niezbędne są umiejętności właściwego prognozowania, planowania, oceny, a przede wszystkim poddania analizie właściwych informacji i wyciągania prawidłowych wniosków.Dzięki zdefiniowanej metodyce zidentyfikują Państwo korzystne i niekorzystne tenden;999999
Sprzedaż ekspercka w branży finansowej;Usługi;2669.10;2170.00;https://static.szkolenia.com/public/trainings/1312/42444/thumb/logo_atl-1572528543.jpg;1;1;Sprzedaż w branży finansowej nie należy do najprostszych zadań. Szukasz alternatywnych sposobów na przyciągniecie i zatrzymacie klientów?Zapraszamy na szkolenie ze sprzedaży eksperckiej, dzięki któremu staniesz się wybitnym praktykiem i bez problemu nauczysz się docierać do prawdziwych potrzeb swoich klientów związanych z rozwiązywaniem strategicznych problemów, jednocześnie osiągając ponadprzeciętne wyniki w sprzedaży.Korzyścinauczysz się strategii wielopoziomowej analizy potrzeb Klienta w syt;999999
Sprzedaż doradcza dla (i do) inżynierów;Usługi;2300.10;1870.00;https://static.szkolenia.com/public/trainings/1814/42457/thumb/logo_eg-1571745151.jpg;1;1;Branża techniczna rządzi się swoimi prawami – nie znosi bujdy i niefachowości. Za to ceni ludzi, którzy znają się na robocie. Jednak, jako że wszyscy jesteśmy „ludźmi”, którzy mają swoje emocje, w programie znajdują się zagadnienia relacji międzyludzkich, mowy ciała, typów rozmówców.Jesteś ekspertem w swojej dziedzinie, ale Twoje umiejętności sprzedażowe wymagają doszlifowania? Poznaj metody sprzedaży doradczej i naucz się generować zyski z twoich kompetencji.CELE SZKOLENIAZwiększenie efektywno;999999
Sprzedaż ekspercka w branży finansowej;Usługi;2669.10;2170.00;https://static.szkolenia.com/public/trainings/1333/42541/thumb/langasgroup_orange_final-1606217417.png;1;1;Sprzedaż w branży finansowej nie należy do najprostszych zadań. Szukasz alternatywnych sposobów na przyciągniecie i zatrzymacie klientów?Zapraszamy na szkolenie ze sprzedaży eksperckiej, dzięki któremu staniesz się wybitnym praktykiem i bez problemu nauczysz się docierać do prawdziwych potrzeb swoich klientów związanych z rozwiązywaniem strategicznych problemów, jednocześnie osiągając ponadprzeciętne wyniki w sprzedaży.Korzyścinauczysz się strategii wielopoziomowej analizy potrzeb Klienta w syt;999999
Reklamacje w przewozie i spedycji – włącznie z nowelizacją 2021 r.;Usługi;650.00;528.46;https://static.szkolenia.com/public/trainings/1333/42545/thumb/langasgroup_orange_final-1606217108.png;1;1;Adresaci szkolenia: Szkolenie dedykowane jest nadawcom przesyłek (producentom, dostawcom i sprzedawcom), pracownikom działów transportu i logistyki, przewoźnikom oraz spedytorom.  ;999999
Szkoła Copywritingu z Pawłem Tkaczykiem;Usługi;1270.00;1032.52;https://static.szkolenia.com/public/trainings/1333/42721/thumb/langasgroup_orange_final-16069025381-1606902538.png;1;1;Tysiące firm zabiega w tej samej chwili o uwagę Twoich klientów. Jednym ze skuteczniejszych sposobów na przyciągnięcie klientów i utrzymanie z nimi kontaktu jest profesjonalny copywriting.Szkolenie prowadzone w formie warsztatów copywritingu dla działów marketingu i PR, nakierowane jest na tworzenie sprzedażowych, treści, ofert, opisów produktów i tekstów na www. Szkolenie prowadzi czołowy polski copywriter Paweł Tkaczyk, pracujący dla bardzo wymagających klientów.Twoi klienci poświęcają Ci cor;999999
Skuteczny handlowiec - jak budować wartość i efektywnie sprzedawać?;Usługi;1709.70;1390.00;https://static.szkolenia.com/public/trainings/1333/42734/thumb/langasgroup_orange_final-16069065112-1606906511.png;1;1;   Chcesz wiedzieć co robić, aby Twoi handlowcy sprzedawali więcej❓Chcesz by byli proaktywni i  systematycznie zdobywali klientów❓ Szkolenie "Skuteczny handlowiec - jak budować wartość i efektywnie sprzedawać?" to aktywny trening, który dostarcza niezbędnych narzędzi i technik w pracy każdego handlowca. ✅ Jeśli chcesz, by Twój dział handlowy działał jak sprawna maszyna i systematycznie realizował cele sprzedażowe....✅ Jeśli chcesz, by Twoja sprzedaż była systematyczna i stale rosła…ZGŁOŚ UDZIAŁ;999999
EFEKTYWNE TECHNIKI SPRZEDAŻY;Usługi;971.70;790.00;https://static.szkolenia.com/public/trainings/1814/42775/thumb/logo_eg-1571391240.jpg;1;1;   Szkolenie EFEKTYWNE TECHNIKI SPRZEDAŻY pokaże, jak skutecznie sprzedawać i zwiększyć efektywność swoich działań handlowych.  ;999999
Skuteczna sprzedaż telefoniczna jak sprzedawać i prezentować produkty?;Usługi;971.70;790.00;https://static.szkolenia.com/public/trainings/474/42847/thumb/kmstudio_szkolenia_logo-1576664326.png;1;1;  SKUTECZNY HANDLOWIEC - jak budować wartość i efektywnie sprzedawać?   ;999999
Skuteczna sprzedaż telefoniczna   jak sprzedawać i prezentować produkty?;Usługi;971.70;790.00;https://static.szkolenia.com/public/trainings/474/42883/thumb/kmstudio_szkolenia_logo-1576745609.png;1;1;  Szkolenie SKUTECZNY HANDLOWIEC     Szkolenie to jest idealne dla  pracowników, którzy kontaktują się i sprzedają produkty czy usługi przez telefon. Pokażemy jak szybko pozyskać uwagę rozmówcy, by chciał z Tobą rozmawiać, jak prowadzić rozmowę i uzyskać zamówienie. Szkolenie SKUTECZNA SPRZEDAŻ TELEFONICZNA - jak sprzedawać i prezentować produkty pokazuje jak umiejętnie przeprowadzać rozmowy telefoniczne tak, aby szybko i skutecznie zainteresować klientów oferowanymi produktami i usługami.  ✅Je;999999
Obsługa trudnego klienta  Szkolenie zdalne, on-line;Usługi;848.70;690.00;https://static.szkolenia.com/public/trainings/474/42884/thumb/kmstudio_szkolenia_logo-1576745609.png;1;1;   Szkolenie “Profesjonalna obsługa trudnego klienta” pokazuje Twoim pracownikom, jak komunikować się w trudnych sytuacjach i jak radzić sobie ze stresem związanym z obsługą trudnego klienta. ❓❓Czy wiesz, że aż 65% wszystkich rezygnacji z usług wynika z niezadowalającej obsługi? Pokażemy Twojemu zespołowi, jak radzić sobie obsługą klienta, który jest roszczeniowy, wrzeszczy, czy też ma duże wymagania. Szkolenie PROFESJONALNA OBSŁUGA TRUDNEGO KLIENTA pokaże skuteczne techniki obsługi klienta i r;999999
Zarządzanie zespołem sprzedażowym;Usługi;848.70;690.00;https://static.szkolenia.com/public/trainings/474/42885/thumb/kmstudio_szkolenia_logo-1576745609.png;1;1;   Szkolenie ZARZĄDZANIE ZESPOŁEM SPRZEDAŻOWYM - jak kierować handlowcami i motywować ich, by osiągali cele skierowane jest do osób odpowiedzialnych za zwiększenie sprzedaży w firmie. ✅Jeśli chcesz skutecznie zarządzać zespołem handlowców, by realizował cele sprzedażowe...✅Jeśli chcesz motywować ich do pracy, by z zaangażowaniem działali i dbali o klientów...✅Jeśli chcesz wzmacniać swój zespół, kierować handlowcami, by skutecznie i systematycznie sprzedawali...✅Jeśli chcesz wiedzieć jak analizo;999999
Szkolenie Content Marketing;Usługi;1832.70;1490.00;https://static.szkolenia.com/public/trainings/474/42889/thumb/kmstudio_szkolenia_logo-1576675601.png;1;1;W trakcie 2-dniowego szkolenia Content Marketing zapoznasz się z elementami niezbędnymi do zbudowania skutecznej strategii marketingu treści. Omówimy kluczowe typy treści stosowane w Content Marketingu – od tekstowych po audiowizualne, a także zaplanujemy ich dystrybucję w kanałach digital. Zgodnie z dobrymi praktykami copywritingu i webwritingu stworzymy treści przyciągające i angażujące potencjalnych odbiorców. Przyjrzymy się także narzędziom wykorzystywanym przez marketerów do działań Conten;999999
Szkolenie z Copywritingu - Jak pisać, żeby sprzedać?;Usługi;2829.00;2300.00;https://static.szkolenia.com/public/trainings/474/42890/thumb/kmstudio_szkolenia_logo-1576675601.png;1;1; ;999999
Negocjacje i trudne rozmowy o cenie;Usługi;400.00;400.00;https://static.szkolenia.com/public/trainings/474/42895/thumb/kmstudio_szkolenia_logo-1576745120.png;1;1;Opis szkoleniaSprzedaż się zmieniła, świat się zmienił i nic już nie będzie takie, jak było. Ta sytuacja dotyczy każdego z nas. W końcu musimy to zrozumieć.W świecie pędzącego popytu, rosnącej konsumpcji, rozbuchanej sprzedaży nikt nawet nie pomyślał, że wszystko runie jak domek z kart. Nagle obiekcje klientów dotyczące ceny, konkurencji czy niedogodności dotyczących współpracy stają się przyjemnym wspomnieniem, bowiem przed nami realne wyzwanie: sprzedaż w kryzysie!Co nas czeka? •    renegocja;999999
Techniki sprzedaży B2B - szkolenie online;Usługi;350.00;350.00;https://static.szkolenia.com/public/trainings/474/42896/thumb/kmstudio_szkolenia_logo-1576745120.png;1;1;Opis szkoleniaWiele osób chce coś sprzedać - normalne, na tym polega biznes. Najpierw pokazują "co" robią, potem dokładają starań i opowiadają "jak" robią. Chwalą się jeden przez drugiego, można wręcz powiedzieć, że biją się z konkurencją. Jednak klienta interesuje coś innego! DLACZEGO robisz to co robisz, jakie masz intencje, cel, co klient będzie z tego miał. I to jest punkt wyjścia w całym biznesie! Nieważne jest zatem ani to, co robisz i jak to robisz, klienta interesuje tylko to, DLACZEGO ;999999
Szkolenie Digital Marketing;Usługi;300.00;243.90;https://static.szkolenia.com/public/trainings/474/42901/thumb/kmstudio_szkolenia_logo-1576675137.png;1;1;Szkolenie Digital Marketing ma charakter przekrojowy i w czasie 2 dni wprowadzi Cię w świat najważniejszych części digital marketingu – reklamę display i mobile, social media, content marketing, wideo, search engine marketing (SEM), e-mail marketing.Zobacz pełny opis szkolenia:https://itmedia.pl/szkolenie/szkolenie-digital-marketing/Program szczegółowyWprowadzenie do digital marketinguE-marketing – rozwój i kluczowe trendy na rynku internetowymRynek reklamy online w Polsce (potencjał i struktur;999999
Techniki sprzedaży B2C, czyli customer experience w praktyce;Usługi;2829.00;2300.00;https://static.szkolenia.com/public/trainings/1333/42943/thumb/langasgroup_orange_final-16074152601-1607415260.png;1;1;Opis szkoleniaWspółczesny handel to nie tylko ładny sklep czy mnogość ofert, to przede wszystkim nadzwyczajna obsługa klienta, a o tą dość             trudno, kiedy mamy do czynienia ze współczesnym klientem, który jest bardzo wymagający, roszczeniowy i wszystkowiedzący.Sprzedawcy często są atakowani przez konsumenta żądaniem rabatu, porównywaniem ofert, wymuszaniem i manipulacją. Nie wiedzą jak się zachować, jak być asertywnym i jak do tego wszystkiego zagwarantować niebanalny poziom obsługi. ;999999
Incoterms 2020 a zarządzanie ryzykiem umów i transportu.;Usługi;340.00;340.00;https://static.szkolenia.com/public/trainings/1333/42944/thumb/langasgroup_orange_final-1606217108.png;1;1;Zakres tematyczny szkolenia Szczegółowe informacje uzyskacie Państwo pod nr telefonu:22 853 35 23, tel. kom.: 607 573 053. Uczestnicy otrzymują autorską wykładnię graficzną każdej z reguł Incoterms ®2020.Multimedialna prezentacja, wykorzystująca ilustrację poszczególnych czynności i problemów spornych(zdjęcia z magazynów, portów, składów, terminali kontenerowych).  OPIS SZKOLENIA: Od 1.01.2020 r. weszła w życie nowa, 9-ta wersja terminów Incoterms, opracowana przez Międzynarodową Izbę Handlową ;999999
SZKOLENIE ON-LINE: Skuteczna sprzedaż przez LinkedIn;Usługi;848.70;690.00;https://static.szkolenia.com/public/trainings/1333/42950/thumb/langasgroup_orange_final-16074169331-1607416933.png;1;1;Skuteczna sprzedaż przez LinkedIn to adaptacja wiedzy sprzedażowej do nowego kanału sprzedaży. To połączenie szkoleń z zakresu sprzedaży, copywritngu i social media.Sprzedaż przez LinkedIn zyskuje na popularności, głównie dzięki temu, że pozwala zaoszczędzić czas i pieniądze. Jest również bardziej efektywnym sposobem niż cold calling czy cold mailing. Chcesz nauczyć sprzedawać więcej budując przy tym głębokie relacje z klientami? Przyjdź na szkolenie.Szkolenie polecamy dla:Dla każdego, kto ma d;999999
Efektywna obsługa trudnego i wymagającego klienta.;Usługi;725.70;590.00;https://static.szkolenia.com/public/trainings/1333/42962/thumb/langasgroup_orange_final-16074189563-1607418956.png;1;1;Zakres tematyczny szkolenia.Szczegółowe informacje uzyskacie Państwo pod nr telefonu:22 853 35 23, tel. kom.: 607 573 053  Cel szkolenia: poznanie i doskonalenie umiejętności w zakresie profesjonalnych / efektywnych metod obsługi Klienta i budowania Jego lojalności w procesie reklamacji, windykacji i innych sytuacjach w których zachowanie Klienta może być odebrane przez obsługującego pracownika jako trudne.Szczegółowe korzyści dla uczestników szkolenia:Właściwej postawy osoby obsługującej każde;999999
Efektywny pracownik działu obsługi klienta  w firmie spedycyjnej.;Usługi;1389.90;1130.00;https://static.szkolenia.com/public/trainings/1333/42975/thumb/langasgroup_orange_final-1606217108.png;1;1;Zakres tematyczny szkolenia.Szczegółowe informacje uzyskacie Państwo pod nr telefonu:22 853 35 23, tel. kom.: 607 573 053  Cel szkolenia: poznanie i doskonalenie umiejętności w zakresie profesjonalnych / efektywnych metod obsługi Klienta i budowania Jego lojalności w procesie reklamacji, windykacji i innych sytuacjach w których zachowanie Klienta może być odebrane przez obsługującego pracownika jako trudne.Szczegółowe korzyści dla uczestników szkolenia: Zyskają Świadomość roli jaką odgrywa obsł;999999
Ryzyka w transporcie i spedycji oraz sposoby ich ograniczania.;Usługi;1389.90;1130.00;https://static.szkolenia.com/public/trainings/1333/42981/thumb/langasgroup_orange_final-16074189563-1607418956.png;1;1;Zakres tematyczny szkoleniaSzczegółowe informacje uzyskacie Państwo pod nr telefonu:22 853 35 23, tel. kom.: 607 573 053 Dlaczego ten temat zasługuje na szczególną uwagę:Ryzyko w transporcie ponoszą wszyscy uczestnicy tego procesu – zleceniodawca, przewoźnik, a w przypadku zaangażowania spedytora – także spedytor. Jest ono duże, bo na ogół wysoka jest wartość przewożonego towaru. Szczególnie dla przewoźnika ryzyko to jest niebezpieczne, bo on odpowiada za towar po jego przyjęciu do przewozu, aż;999999
SZKOLENIE ON-LINE: Od NIE do TAK w procesie sprzedaży;Usługi;848.70;690.00;https://static.szkolenia.com/public/trainings/646/43289/thumb/evenea_kompetea-1582552278.png;1;1;Cel szkolenia:Wzmocnienie stałej efektywności sprzedażowej uczestników warsztatu ze szczególnym uwzględnieniem umiejętności radzenia sobie z uprzedzeniem, obawą, czy obiekcją Klienta na różnych etapach procesu sprzedaży.Korzyści dla uczestników:Dowiesz się jak wykorzystać wiedzę psychologiczną aby sprzedawać skutecznie nawet trudnym KlientomOmówimy na konkretnych przykładach, jak możemy postąpić jeżeli przed spotkaniem domyślamy się, że Klient jest uprzedzony do nas , naszej oferty lub firmyPoz;999999
SZKOLENIE ON-LINE: Zadowolony klient-efektywny proces obsługi na odległość;Usługi;1451.40;1180.00;https://static.szkolenia.com/public/companies/1333/1361/thumb/langasgroup_orange_final-1591204612.png;1;1;Szkolenie polecamy dla:Szkolenie skierowane jest dla pracowników działów obsługi kontaktujących się z klientem na odległośćCel szkolenia:Wzmocnienie biznesowej efektywności uczestników warsztatu ze szczególnym uwzględnieniem wzmacniania i budowania zadowolenia oraz lojalności Klientów w procesie kontaktu na odległość.Korzyści dla uczestników szkolenia:Możliwość zdobycia i doskonalenia umiejętności z zakresu:•    Rozwoju komunikacyjnego ukierunkowanego na wzmacnianie zadowolenia, lojalności Klie;999999
Tworzenie oficjalnej korespondencji biznesowej i urzędowej;Usługi;1451.40;1180.00;https://static.szkolenia.com/public/trainings/366/43545/thumb/skuteczny-szef-1627238716.png;1;1;Cele szkolenia:Szkolenie ma za zadanie przybliżyć uczestnikom zasady tworzenia pism zgodnie ze schematami funkcjonującymi w Polsce a także zgodnie z uzusem językowym oraz zasadami języka polskiego. Podczas szkolenia uczestnicy zapoznają się z regułami redagowania pism oraz będą mieli możliwość sprawdzenia swoich umiejętności w praktyce. Omówione zostaną konkretne problemy językowe, z którymi uczestnicy warsztatów spotykają się na co dzień.Metody pracy:Prezentacja, studia przypadków, ćwiczenia (;999999
